ID,Time,From,To
769,2012-03-14,2,3
462,2012-03-16,0,1
286,2012-04-01,2,3
34,2012-04-05,2,3
102,2012-04-21,1,2
982,2012-04-21,0,4
854,2012-04-22,5,7
422,2012-04-25,3,4
586,2012-04-28,2,1
234,2012-05-03,2,5
439,2012-05-12,4,5
574,2012-05-13,1,2
822,2012-05-18,1,3
434,2012-05-18,3,4
388,2012-05-21,4,5
824,2012-05-25,6,7
448,2012-05-26,4,2
499,2012-05-26,2,3
438,2012-05-28,3,4
23,2012-05-29,5,4
974,2012-06-11,2,1
681,2012-06-12,5,4
364,2012-06-26,4,5
922,2012-06-27,4,5
411,2012-07-01,3,4
523,2012-07-03,5,7
807,2012-07-03,2,3
881,2012-07-04,0,1
657,2012-07-07,1,2
425,2012-07-07,1,0
809,2012-07-13,6,7
368,2012-07-15,5,7
392,2012-07-16,5,7
772,2012-07-17,4,6
480,2012-07-17,2,3
440,2012-07-28,3,4
95,2012-07-28,2,1
395,2012-08-04,4,5
381,2012-08-05,3,4
996,2012-08-05,4,3
580,2012-08-06,4,5
148,2012-08-07,1,2
893,2012-08-11,1,3
454,2012-08-14,5,6
149,2012-08-15,5,4
785,2012-08-17,4,3
393,2012-08-21,3,4
716,2012-08-25,3,5
483,2012-08-27,1,2
551,2012-08-27,1,2
471,2012-08-29,3,2
814,2012-08-31,2,4
664,2012-09-01,4,3
841,2012-09-07,5,6
842,2012-09-12,1,2
706,2012-09-20,2,1
365,2012-09-21,5,7
12,2012-09-22,0,1
880,2012-09-27,4,5
961,2012-09-28,6,5
507,2012-10-03,3,4
8,2012-10-06,1,2
762,2012-10-07,5,6
861,2012-10-12,1,3
595,2012-10-14,2,3
744,2012-10-22,4,5
295,2012-10-27,2,3
839,2012-10-30,1,2
155,2012-11-01,4,2
826,2012-11-03,4,3
503,2012-11-07,4,5
313,2012-11-07,0,1
463,2012-11-08,2,3
546,2012-11-15,1,2
875,2012-11-16,0,1
508,2012-11-28,5,7
608,2012-11-30,0,6
934,2012-12-14,4,3
133,2012-12-19,0,1
995,2012-12-22,5,4
917,2012-12-23,1,4
458,2013-01-01,2,4
438,2013-01-03,4,3
379,2013-01-04,2,3
862,2013-01-07,2,1
950,2013-01-07,5,3
891,2013-01-16,2,3
252,2013-01-17,2,3
983,2013-01-18,3,4
914,2013-01-22,1,2
124,2013-02-05,6,5
174,2013-02-05,1,2
580,2013-02-07,5,7
877,2013-02-09,1,0
396,2013-02-12,6,7
425,2013-03-04,0,1
846,2013-03-04,4,3
961,2013-03-10,5,6
857,2013-03-15,6,5
264,2013-03-20,4,6
187,2013-03-23,4,3
679,2013-03-30,3,4
779,2013-04-09,0,1
849,2013-04-10,4,7
226,2013-04-18,5,7
556,2013-04-22,3,4
873,2013-04-29,6,7
645,2013-05-07,3,2
272,2013-05-14,1,2
622,2013-05-17,4,3
764,2013-05-18,5,6
811,2013-05-19,0,4
503,2013-05-23,5,4
118,2013-05-25,2,4
201,2013-05-25,6,7
43,2013-05-28,2,3
71,2013-05-29,2,3
306,2013-06-04,3,2
146,2013-06-06,4,3
977,2013-06-12,3,2
409,2013-06-16,4,5
610,2013-06-21,4,3
595,2013-06-25,3,2
371,2013-07-03,4,3
814,2013-07-09,4,5
665,2013-07-10,2,4
439,2013-07-24,5,6
7,2013-07-28,1,2
316,2013-08-01,2,1
934,2013-08-04,3,4
852,2013-08-09,4,3
33,2013-08-12,3,4
211,2013-08-14,4,7
714,2013-08-17,5,4
538,2013-08-19,2,3
307,2013-09-03,5,4
238,2013-09-18,0,1
883,2013-09-19,3,4
618,2013-09-28,3,2
60,2013-09-28,3,4
327,2013-10-05,4,3
839,2013-10-13,2,3
47,2013-10-17,3,4
469,2013-10-17,5,7
657,2013-10-18,2,3
739,2013-10-21,3,5
24,2013-10-26,6,5
147,2013-10-31,1,0
751,2013-11-06,4,3
758,2013-11-09,3,4
490,2013-11-09,6,7
62,2013-11-12,3,4
221,2013-11-12,6,4
730,2013-11-24,4,3
543,2013-12-11,1,2
120,2013-12-24,0,1
516,2013-12-29,5,7
546,2014-01-08,2,3
590,2014-01-13,3,2
411,2014-01-14,4,3
178,2014-01-16,1,2
234,2014-01-18,5,1
27,2014-01-22,3,4
519,2014-01-22,2,3
728,2014-01-23,4,5
888,2014-02-07,3,4
539,2014-02-08,1,2
597,2014-02-11,5,3
434,2014-02-17,4,2
127,2014-02-18,2,1
73,2014-02-21,4,7
64,2014-03-12,0,1
92,2014-03-12,4,5
175,2014-03-12,4,3
735,2014-03-13,2,3
688,2014-03-22,4,5
341,2014-03-26,0,1
352,2014-03-26,4,5
15,2014-03-30,2,1
461,2014-03-30,5,7
76,2014-04-06,2,3
82,2014-04-09,1,2
424,2014-04-10,1,2
938,2014-04-14,4,5
274,2014-04-15,5,3
694,2014-04-28,3,4
157,2014-05-01,4,5
93,2014-05-02,2,1
437,2014-05-09,3,2
470,2014-05-18,4,5
253,2014-05-20,2,3
395,2014-05-22,5,4
361,2014-05-24,2,1
151,2014-05-29,3,1
762,2014-06-02,6,7
785,2014-06-04,3,4
271,2014-06-10,4,3
331,2014-06-12,4,3
265,2014-06-20,4,5
665,2014-06-28,4,3
439,2014-06-29,6,5
961,2014-06-29,6,7
966,2014-07-06,5,4
142,2014-07-14,2,3
947,2014-07-20,6,7
709,2014-07-23,2,1
135,2014-07-25,4,7
672,2014-08-02,1,2
953,2014-08-13,0,4
835,2014-08-22,2,1
707,2014-08-24,1,2
118,2014-09-09,4,5
647,2014-09-14,5,6
460,2014-09-16,6,7
841,2014-09-17,6,7
621,2014-09-22,4,7
501,2014-09-28,5,6
247,2014-10-07,1,0
364,2014-10-08,5,7
784,2014-10-10,0,1
922,2014-10-15,5,7
584,2014-10-15,3,5
117,2014-10-16,0,1
209,2014-10-24,1,2
529,2014-11-03,2,3
198,2014-11-05,5,6
874,2014-11-16,2,1
733,2014-11-23,5,7
959,2014-11-25,1,2
404,2014-11-27,1,2
979,2014-11-27,4,3
326,2014-11-29,2,3
772,2014-11-29,6,7
11,2014-11-29,3,2
555,2014-11-30,1,2
79,2014-12-02,4,0
566,2014-12-02,5,4
559,2014-12-07,1,2
764,2014-12-11,6,7
608,2014-12-19,6,5
83,2014-12-24,5,6
